dr_no,area_name,crm_cd,crm_cd_desc,vict_age,vict_sex,vict_descent,premis_desc,status_desc
210206894,Rampart,310.0,BURGLARY,67.0,F,H,GARAGE/CARPORT,Invest Cont
200616044,Hollywood,440.0,THEFT PLAIN - PETTY ($950 & UNDER),68.0,F,O,MULTI-UNIT DWELLING (APARTMENT DUPLEX ETC),Invest Cont
200306929,Southwest,480.0,BIKE - STOLEN,32.0,F,A,PARKING LOT,Invest Cont
201111147,Northeast,330.0,BURGLARY FROM VEHICLE,42.0,M,W,PARK/PLAYGROUND,Invest Cont
210605179,Hollywood,520.0,VEHICLE - ATTEMPT STOLEN,50.0,F,H,DRIVEWAY,Invest Cont
201218470,77th Street,230.0,ASSAULT WITH DEADLY WEAPON AGGRAVATED ASSAULT,44.0,M,B,SINGLE FAMILY DWELLING,Adult Arrest
211308746,Newton,624.0,BATTERY - SIMPLE ASSAULT,56.0,F,B,SINGLE FAMILY DWELLING,Invest Cont
211406407,Pacific,341.0,THEFT-GRAND ($950.01 & OVER)EXCPTGUNSFOWLLIVESTKPROD,48.0,F,W,MULTI-UNIT DWELLING (APARTMENT DUPLEX ETC),Invest Cont
211808355,Southeast,624.0,BATTERY - SIMPLE ASSAULT,28.0,F,H,SINGLE FAMILY DWELLING,Invest Cont
211608763,Foothill,662.0,BUNCO GRAND THEFT,35.0,F,H,SINGLE FAMILY DWELLING,Invest Cont
210619517,Hollywood,440.0,THEFT PLAIN - PETTY ($950 & UNDER),29.0,F,A,MULTI-UNIT DWELLING (APARTMENT DUPLEX ETC),Invest Cont
210610189,Hollywood,341.0,THEFT-GRAND ($950.01 & OVER)EXCPTGUNSFOWLLIVESTKPROD,29.0,F,W,NIGHT CLUB (OPEN EVENINGS ONLY),Invest Cont
200810564,West LA,331.0,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),22.0,F,W,STREET,Invest Cont
222116143,Topanga,230.0,ASSAULT WITH DEADLY WEAPON AGGRAVATED ASSAULT,36.0,M,H,STREET,Invest Cont
220617298,Hollywood,624.0,BATTERY - SIMPLE ASSAULT,40.0,M,B,PARKING LOT,Invest Cont
220120410,Central,442.0,SHOPLIFTING - PETTY THEFT ($950 & UNDER),24.0,M,H,CLOTHING STORE,Invest Cont
211212948,77th Street,520.0,VEHICLE - ATTEMPT STOLEN,33.0,F,B,STREET,Invest Cont
201517934,N Hollywood,420.0,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),23.0,M,W,STREET,Invest Cont
211013954,West Valley,341.0,THEFT-GRAND ($950.01 & OVER)EXCPTGUNSFOWLLIVESTKPROD,37.0,F,W,MULTI-UNIT DWELLING (APARTMENT DUPLEX ETC),Invest Cont
220807149,West LA,624.0,BATTERY - SIMPLE ASSAULT,40.0,M,H,YARD (RESIDENTIAL/BUSINESS),Invest Cont
212008119,Olympic,626.0,INTIMATE PARTNER - SIMPLE ASSAULT,35.0,F,H,MULTI-UNIT DWELLING (APARTMENT DUPLEX ETC),Adult Other
200305304,Southwest,230.0,ASSAULT WITH DEADLY WEAPON AGGRAVATED ASSAULT,51.0,M,H,OTHER BUSINESS,Adult Other
201608828,Foothill,230.0,ASSAULT WITH DEADLY WEAPON AGGRAVATED ASSAULT,69.0,F,B,SINGLE FAMILY DWELLING,Invest Cont
211314016,Newton,745.0,VANDALISM - MISDEAMEANOR ($399 OR UNDER),51.0,F,H,VEHICLE PASSENGER/TRUCK,Invest Cont
201909956,Mission,624.0,BATTERY - SIMPLE ASSAULT,30.0,M,H,MISSIONS/SHELTERS,Adult Arrest
201313531,Newton,230.0,ASSAULT WITH DEADLY WEAPON AGGRAVATED ASSAULT,60.0,M,B,SIDEWALK,Invest Cont
211811730,Southeast,740.0,VANDALISM - FELONY ($400 & OVER ALL CHURCH VANDALISMS),21.0,F,B,VEHICLE PASSENGER/TRUCK,Invest Cont
201107367,Northeast,230.0,ASSAULT WITH DEADLY WEAPON AGGRAVATED ASSAULT,40.0,F,H,STREET,Adult Arrest
200704917,Wilshire,440.0,THEFT PLAIN - PETTY ($950 & UNDER),26.0,F,W,YARD (RESIDENTIAL/BUSINESS),Invest Cont
211816543,Southeast,649.0,DOCUMENT FORGERY / STOLEN FELONY,50.0,F,H,CHECK CASHING*,Invest Cont
200804669,West LA,480.0,BIKE - STOLEN,58.0,M,W,MULTI-UNIT DWELLING (APARTMENT DUPLEX ETC),Invest Cont
230304313,Southwest,330.0,BURGLARY FROM VEHICLE,65.0,M,H,STREET,Invest Cont
201224116,77th Street,624.0,BATTERY - SIMPLE ASSAULT,60.0,M,B,GAS STATION,Invest Cont
211416263,Pacific,624.0,BATTERY - SIMPLE ASSAULT,23.0,M,O,STREET,Invest Cont
211317393,Newton,900.0,VIOLATION OF COURT ORDER,22.0,F,H,SINGLE FAMILY DWELLING,Invest Cont
211109244,Northeast,624.0,BATTERY - SIMPLE ASSAULT,57.0,M,H,STREET,Adult Other
210807051,West LA,310.0,BURGLARY,37.0,M,H,PUBLIC STORAGE,Invest Cont
211420241,Pacific,812.0,CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),7.0,F,H,SINGLE FAMILY DWELLING,Adult Other
201515439,N Hollywood,761.0,BRANDISH WEAPON,59.0,F,W,STREET,Invest Cont
201813312,Southeast,740.0,VANDALISM - FELONY ($400 & OVER ALL CHURCH VANDALISMS),36.0,F,H,SINGLE FAMILY DWELLING,Invest Cont
202009697,Olympic,624.0,BATTERY - SIMPLE ASSAULT,31.0,M,H,OTHER STORE,Invest Cont
200814976,West LA,310.0,BURGLARY,34.0,F,O,MULTI-UNIT DWELLING (APARTMENT DUPLEX ETC),Invest Cont
200207260,Rampart,230.0,ASSAULT WITH DEADLY WEAPON AGGRAVATED ASSAULT,24.0,M,H,STREET,Adult Arrest
201812158,Southeast,946.0,OTHER MISCELLANEOUS CRIME,36.0,F,B,SINGLE FAMILY DWELLING,Invest Cont
200616789,Hollywood,440.0,THEFT PLAIN - PETTY ($950 & UNDER),35.0,F,W,STREET,Invest Cont
221409395,Pacific,420.0,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),26.0,F,W,GARAGE/CARPORT,Invest Cont
210513506,Harbor,745.0,VANDALISM - MISDEAMEANOR ($399 OR UNDER),42.0,F,W,YARD (RESIDENTIAL/BUSINESS),Invest Cont
211507087,N Hollywood,330.0,BURGLARY FROM VEHICLE,39.0,F,W,STREET,Invest Cont
221812306,Southeast,354.0,THEFT OF IDENTITY,38.0,M,W,SINGLE FAMILY DWELLING,Invest Cont
220712405,Wilshire,480.0,BIKE - STOLEN,29.0,M,H,GARAGE/CARPORT,Invest Cont
211907328,Mission,230.0,ASSAULT WITH DEADLY WEAPON AGGRAVATED ASSAULT,74.0,F,H,STREET,Invest Cont
200804437,West LA,310.0,BURGLARY,60.0,F,W,SINGLE FAMILY DWELLING,Invest Cont
201416272,Pacific,901.0,VIOLATION OF RESTRAINING ORDER,44.0,F,W,SINGLE FAMILY DWELLING,Invest Cont
211221236,77th Street,901.0,VIOLATION OF RESTRAINING ORDER,40.0,F,B,MULTI-UNIT DWELLING (APARTMENT DUPLEX ETC),Adult Other
201910747,Mission,420.0,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),37.0,F,H,PARKING LOT,Invest Cont
201205389,77th Street,740.0,VANDALISM - FELONY ($400 & OVER ALL CHURCH VANDALISMS),43.0,F,B,MTA BUS,Invest Cont
211915545,Mission,442.0,SHOPLIFTING - PETTY THEFT ($950 & UNDER),40.0,F,W,DRUG STORE,Invest Cont
211200637,77th Street,421.0,THEFT FROM MOTOR VEHICLE - ATTEMPT,59.0,F,B,STREET,Invest Cont
220604280,Hollywood,230.0,ASSAULT WITH DEADLY WEAPON AGGRAVATED ASSAULT,29.0,M,B,MTA - RED LINE - HOLLYWOOD/WESTERN,Invest Cont
210405631,Hollenbeck,624.0,BATTERY - SIMPLE ASSAULT,24.0,M,H,MULTI-UNIT DWELLING (APARTMENT DUPLEX ETC),Adult Other
200607915,Hollywood,310.0,BURGLARY,33.0,M,W,PUBLIC STORAGE,Invest Cont
211317653,Newton,740.0,VANDALISM - FELONY ($400 & OVER ALL CHURCH VANDALISMS),38.0,M,H,VEHICLE PASSENGER/TRUCK,Invest Cont
210813848,West LA,341.0,THEFT-GRAND ($950.01 & OVER)EXCPTGUNSFOWLLIVESTKPROD,68.0,F,O,RESTAURANT/FAST FOOD,Invest Cont
200809175,West LA,740.0,VANDALISM - FELONY ($400 & OVER ALL CHURCH VANDALISMS),62.0,M,W,SINGLE FAMILY DWELLING,Invest Cont
201409055,Pacific,740.0,VANDALISM - FELONY ($400 & OVER ALL CHURCH VANDALISMS),26.0,M,B,TRANSPORTATION FACILITY (AIRPORT),Invest Cont
211915238,Mission,901.0,VIOLATION OF RESTRAINING ORDER,34.0,F,H,MULTI-UNIT DWELLING (APARTMENT DUPLEX ETC),Adult Other
211308263,Newton,331.0,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),25.0,F,H,RESTAURANT/FAST FOOD,Invest Cont
201209664,77th Street,210.0,ROBBERY,65.0,M,H,SIDEWALK,Invest Cont
210117823,Central,956.0,LETTERS LEWD  -  TELEPHONE CALLS LEWD,30.0,F,W,CONDOMINIUM/TOWNHOUSE,Invest Cont
211820427,Southeast,930.0,CRIMINAL THREATS - NO WEAPON DISPLAYED,44.0,F,B,MULTI-UNIT DWELLING (APARTMENT DUPLEX ETC),Adult Other
211904992,Mission,740.0,VANDALISM - FELONY ($400 & OVER ALL CHURCH VANDALISMS),37.0,F,H,PARKING UNDERGROUND/BUILDING,Adult Arrest
202006096,Olympic,623.0,BATTERY POLICE (SIMPLE),29.0,M,H,MTA - RED LINE - WILSHIRE/VERMONT,Invest Cont
211210559,77th Street,310.0,BURGLARY,51.0,F,B,SINGLE FAMILY DWELLING,Invest Cont
211220528,77th Street,310.0,BURGLARY,35.0,F,H,SINGLE FAMILY DWELLING,Invest Cont
200605741,Hollywood,624.0,BATTERY - SIMPLE ASSAULT,38.0,M,H,PARKING LOT,Adult Other
210907453,Van Nuys,354.0,THEFT OF IDENTITY,46.0,F,O,AUTOMATED TELLER MACHINE (ATM),Invest Cont
211811774,Southeast,745.0,VANDALISM - MISDEAMEANOR ($399 OR UNDER),27.0,F,H,MULTI-UNIT DWELLING (APARTMENT DUPLEX ETC),Invest Cont
200309593,Southwest,354.0,THEFT OF IDENTITY,48.0,F,B,MULTI-UNIT DWELLING (APARTMENT DUPLEX ETC),Invest Cont
201317138,Newton,210.0,ROBBERY,29.0,F,H,STREET,Adult Other
212015674,Olympic,236.0,INTIMATE PARTNER - AGGRAVATED ASSAULT,24.0,F,B,MULTI-UNIT DWELLING (APARTMENT DUPLEX ETC),Adult Other
210118782,Central,740.0,VANDALISM - FELONY ($400 & OVER ALL CHURCH VANDALISMS),36.0,F,C,VEHICLE PASSENGER/TRUCK,Invest Cont
210210624,Rampart,230.0,ASSAULT WITH DEADLY WEAPON AGGRAVATED ASSAULT,34.0,F,H,SINGLE FAMILY DWELLING,Adult Arrest
201613356,Foothill,903.0,CONTEMPT OF COURT,17.0,M,H,SINGLE FAMILY DWELLING,Invest Cont
221709188,Devonshire,310.0,BURGLARY,91.0,M,W,SINGLE FAMILY DWELLING,Invest Cont
211800709,Southeast,230.0,ASSAULT WITH DEADLY WEAPON AGGRAVATED ASSAULT,62.0,M,B,GAS STATION,Adult Arrest
200119893,Central,930.0,CRIMINAL THREATS - NO WEAPON DISPLAYED,48.0,F,H,PARKING LOT,Invest Cont
200110234,Central,210.0,ROBBERY,27.0,M,H,SIDEWALK,Invest Cont
202008526,Olympic,626.0,INTIMATE PARTNER - SIMPLE ASSAULT,39.0,F,H,SINGLE FAMILY DWELLING,Adult Other
201000914,West Valley,480.0,BIKE - STOLEN,54.0,F,H,BALCONY*,Invest Cont
211010489,West Valley,903.0,CONTEMPT OF COURT,31.0,F,H,SINGLE FAMILY DWELLING,Adult Arrest
200805812,West LA,740.0,VANDALISM - FELONY ($400 & OVER ALL CHURCH VANDALISMS),33.0,F,W,MULTI-UNIT DWELLING (APARTMENT DUPLEX ETC),Invest Cont
211907913,Mission,901.0,VIOLATION OF RESTRAINING ORDER,54.0,M,H,SINGLE FAMILY DWELLING,Adult Other
200321975,Southwest,946.0,OTHER MISCELLANEOUS CRIME,19.0,X,X,MINI-MART,Invest Cont
211213357,77th Street,626.0,INTIMATE PARTNER - SIMPLE ASSAULT,35.0,M,H,SINGLE FAMILY DWELLING,Invest Cont
212111258,Topanga,761.0,BRANDISH WEAPON,16.0,F,B,RESTAURANT/FAST FOOD,Adult Other
201213416,77th Street,946.0,OTHER MISCELLANEOUS CRIME,27.0,F,H,MULTI-UNIT DWELLING (APARTMENT DUPLEX ETC),Invest Cont
211914926,Mission,662.0,BUNCO GRAND THEFT,27.0,F,H,SINGLE FAMILY DWELLING,Invest Cont
200204819,Rampart,624.0,BATTERY - SIMPLE ASSAULT,33.0,F,H,MULTI-UNIT DWELLING (APARTMENT DUPLEX ETC),Juv Arrest
222006924,Olympic,624.0,BATTERY - SIMPLE ASSAULT,44.0,M,H,MULTI-UNIT DWELLING (APARTMENT DUPLEX ETC),Adult Other
211414595,Pacific,740.0,VANDALISM - FELONY ($400 & OVER ALL CHURCH VANDALISMS),47.0,F,W,ALLEY,Invest Cont
210905021,Van Nuys,330.0,BURGLARY FROM VEHICLE,33.0,M,B,STREET,Invest Cont
202004276,Olympic,330.0,BURGLARY FROM VEHICLE,31.0,M,W,STREET,Invest Cont
210909253,Van Nuys,900.0,VIOLATION OF COURT ORDER,30.0,F,H,SINGLE FAMILY DWELLING,Adult Arrest
210115598,Central,745.0,VANDALISM - MISDEAMEANOR ($399 OR UNDER),56.0,F,W,VEHICLE PASSENGER/TRUCK,Invest Cont
210416380,Hollenbeck,331.0,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),49.0,M,H,MULTI-UNIT DWELLING (APARTMENT DUPLEX ETC),Invest Cont
201708792,Devonshire,354.0,THEFT OF IDENTITY,57.0,F,W,SINGLE FAMILY DWELLING,Invest Cont
200817944,West LA,930.0,CRIMINAL THREATS - NO WEAPON DISPLAYED,35.0,M,W,SINGLE FAMILY DWELLING,Invest Cont
201214202,77th Street,442.0,SHOPLIFTING - PETTY THEFT ($950 & UNDER),23.0,M,H,CLOTHING STORE,Invest Cont
201600710,Foothill,230.0,ASSAULT WITH DEADLY WEAPON AGGRAVATED ASSAULT,23.0,M,H,STREET,Invest Cont
210105169,Central,624.0,BATTERY - SIMPLE ASSAULT,25.0,M,H,SIDEWALK,Invest Cont
201509568,N Hollywood,664.0,BUNCO PETTY THEFT,51.0,F,W,SINGLE FAMILY DWELLING,Invest Cont
201111463,Northeast,440.0,THEFT PLAIN - PETTY ($950 & UNDER),24.0,F,H,MULTI-UNIT DWELLING (APARTMENT DUPLEX ETC),Invest Cont
200709318,Wilshire,310.0,BURGLARY,40.0,M,W,MULTI-UNIT DWELLING (APARTMENT DUPLEX ETC),Invest Cont
211400744,Pacific,310.0,BURGLARY,27.0,F,O,SINGLE FAMILY DWELLING,Adult Arrest
200405034,Hollenbeck,624.0,BATTERY - SIMPLE ASSAULT,67.0,F,H,OTHER RESIDENCE,Adult Other
201212770,77th Street,745.0,VANDALISM - MISDEAMEANOR ($399 OR UNDER),37.0,F,B,MULTI-UNIT DWELLING (APARTMENT DUPLEX ETC),Adult Other
210310084,Southwest,930.0,CRIMINAL THREATS - NO WEAPON DISPLAYED,72.0,M,B,MULTI-UNIT DWELLING (APARTMENT DUPLEX ETC),Invest Cont
210615449,Hollywood,740.0,VANDALISM - FELONY ($400 & OVER ALL CHURCH VANDALISMS),20.0,M,H,STREET,Adult Arrest
231007038,West Valley,354.0,THEFT OF IDENTITY,22.0,F,B,MULTI-UNIT DWELLING (APARTMENT DUPLEX ETC),Invest Cont
200311209,Southwest,520.0,VEHICLE - ATTEMPT STOLEN,19.0,X,X,STREET,Invest Cont
211614440,Foothill,331.0,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),25.0,F,O,STREET,Invest Cont
230504022,Harbor,236.0,INTIMATE PARTNER - AGGRAVATED ASSAULT,42.0,M,W,SINGLE FAMILY DWELLING,Adult Other
212017849,Olympic,440.0,THEFT PLAIN - PETTY ($950 & UNDER),41.0,M,W,YARD (RESIDENTIAL/BUSINESS),Invest Cont
201708107,Devonshire,624.0,BATTERY - SIMPLE ASSAULT,20.0,M,B,SIDEWALK,Adult Other
211904650,Mission,434.0,FALSE IMPRISONMENT,41.0,F,H,RESTAURANT/FAST FOOD,Adult Other
220407625,Hollenbeck,626.0,INTIMATE PARTNER - SIMPLE ASSAULT,28.0,F,H,MULTI-UNIT DWELLING (APARTMENT DUPLEX ETC),Adult Arrest
212015641,Olympic,420.0,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),25.0,F,O,SIDEWALK,Invest Cont
211422698,Pacific,440.0,THEFT PLAIN - PETTY ($950 & UNDER),41.0,F,K,PORCH RESIDENTIAL,Invest Cont
212012453,Olympic,930.0,CRIMINAL THREATS - NO WEAPON DISPLAYED,18.0,M,W,MULTI-UNIT DWELLING (APARTMENT DUPLEX ETC),Adult Other
211910200,Mission,354.0,THEFT OF IDENTITY,32.0,M,H,MOBILE HOME/TRAILERS/CONSTRUCTION TRAILERS/RV'S/MOTORHOME,Invest Cont
211413242,Pacific,740.0,VANDALISM - FELONY ($400 & OVER ALL CHURCH VANDALISMS),31.0,F,H,ALLEY,Invest Cont
222112538,Topanga,354.0,THEFT OF IDENTITY,32.0,M,H,BANK,Invest Cont
210613505,Hollywood,624.0,BATTERY - SIMPLE ASSAULT,62.0,M,W,SINGLE FAMILY DWELLING,Adult Other
201000963,West Valley,230.0,ASSAULT WITH DEADLY WEAPON AGGRAVATED ASSAULT,31.0,M,H,STREET,Invest Cont
211506715,N Hollywood,626.0,INTIMATE PARTNER - SIMPLE ASSAULT,39.0,F,O,MULTI-UNIT DWELLING (APARTMENT DUPLEX ETC),Adult Arrest
200413522,Hollenbeck,812.0,CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),7.0,F,H,OTHER RESIDENCE,Invest Cont
220209263,Rampart,626.0,INTIMATE PARTNER - SIMPLE ASSAULT,35.0,M,O,MULTI-UNIT DWELLING (APARTMENT DUPLEX ETC),Adult Other
201318426,Newton,230.0,ASSAULT WITH DEADLY WEAPON AGGRAVATED ASSAULT,51.0,M,H,PARKING LOT,Invest Cont
221113756,Northeast,901.0,VIOLATION OF RESTRAINING ORDER,33.0,F,H,SINGLE FAMILY DWELLING,Invest Cont
221610929,Foothill,627.0,CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT,12.0,M,H,SINGLE FAMILY DWELLING,Adult Other
210122591,Central,210.0,ROBBERY,56.0,M,H,SIDEWALK,Invest Cont
202110871,Topanga,624.0,BATTERY - SIMPLE ASSAULT,57.0,M,O,SIDEWALK,Adult Arrest
211517608,N Hollywood,740.0,VANDALISM - FELONY ($400 & OVER ALL CHURCH VANDALISMS),57.0,F,W,VEHICLE PASSENGER/TRUCK,Invest Cont
212115728,Topanga,442.0,SHOPLIFTING - PETTY THEFT ($950 & UNDER),35.0,M,X,OTHER BUSINESS,Invest Cont
212111512,Topanga,956.0,LETTERS LEWD  -  TELEPHONE CALLS LEWD,35.0,F,W,SINGLE FAMILY DWELLING,Adult Other
212115830,Topanga,901.0,VIOLATION OF RESTRAINING ORDER,56.0,F,H,SINGLE FAMILY DWELLING,Adult Other
220805289,West LA,354.0,THEFT OF IDENTITY,22.0,X,C,WEBSITE,Invest Cont
210311023,Southwest,440.0,THEFT PLAIN - PETTY ($950 & UNDER),38.0,M,H,DRIVEWAY,Invest Cont
210408238,Hollenbeck,626.0,INTIMATE PARTNER - SIMPLE ASSAULT,45.0,F,H,MULTI-UNIT DWELLING (APARTMENT DUPLEX ETC),Adult Other
220907524,Van Nuys,624.0,BATTERY - SIMPLE ASSAULT,23.0,M,H,MULTI-UNIT DWELLING (APARTMENT DUPLEX ETC),Invest Cont
220900739,Van Nuys,331.0,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),44.0,M,O,STREET,Invest Cont
211704066,Devonshire,761.0,BRANDISH WEAPON,23.0,F,H,STREET,Invest Cont
220412324,Hollenbeck,230.0,ASSAULT WITH DEADLY WEAPON AGGRAVATED ASSAULT,52.0,F,H,SIDEWALK,Adult Arrest
210914296,Van Nuys,888.0,TRESPASSING,43.0,F,O,MULTI-UNIT DWELLING (APARTMENT DUPLEX ETC),Invest Cont
212012885,Olympic,624.0,BATTERY - SIMPLE ASSAULT,23.0,F,O,STREET,Invest Cont
202016343,Olympic,740.0,VANDALISM - FELONY ($400 & OVER ALL CHURCH VANDALISMS),29.0,M,O,VEHICLE PASSENGER/TRUCK,Adult Other
210218204,Rampart,815.0,SEXUAL PENETRATION W/FOREIGN OBJECT,18.0,F,H,STREET,Invest Cont
200312222,Southwest,740.0,VANDALISM - FELONY ($400 & OVER ALL CHURCH VANDALISMS),55.0,F,B,VEHICLE PASSENGER/TRUCK,Invest Cont
221818473,Southeast,110.0,CRIMINAL HOMICIDE,43.0,M,H,ALLEY,Adult Arrest
200911362,Van Nuys,220.0,ATTEMPTED ROBBERY,47.0,M,A,PARKING LOT,Adult Other
201112083,Northeast,930.0,CRIMINAL THREATS - NO WEAPON DISPLAYED,46.0,F,H,GAS STATION,Invest Cont
200917167,Van Nuys,440.0,THEFT PLAIN - PETTY ($950 & UNDER),38.0,F,H,MOBILE HOME/TRAILERS/CONSTRUCTION TRAILERS/RV'S/MOTORHOME,Adult Other
211912466,Mission,230.0,ASSAULT WITH DEADLY WEAPON AGGRAVATED ASSAULT,49.0,F,H,STREET,Adult Arrest
220221653,Rampart,901.0,VIOLATION OF RESTRAINING ORDER,36.0,F,B,MULTI-UNIT DWELLING (APARTMENT DUPLEX ETC),Adult Other
201910733,Mission,626.0,INTIMATE PARTNER - SIMPLE ASSAULT,25.0,F,O,STREET,Adult Other
211108271,Northeast,930.0,CRIMINAL THREATS - NO WEAPON DISPLAYED,38.0,M,H,STREET,Invest Cont
201109480,Northeast,956.0,LETTERS LEWD  -  TELEPHONE CALLS LEWD,45.0,F,W,SINGLE FAMILY DWELLING,Adult Other
201514968,N Hollywood,310.0,BURGLARY,63.0,M,H,MORTUARY,Invest Cont
211418982,Pacific,330.0,BURGLARY FROM VEHICLE,25.0,M,O,GARAGE/CARPORT,Invest Cont
211315401,Newton,745.0,VANDALISM - MISDEAMEANOR ($399 OR UNDER),40.0,M,H,VEHICLE PASSENGER/TRUCK,Invest Cont
211420909,Pacific,341.0,THEFT-GRAND ($950.01 & OVER)EXCPTGUNSFOWLLIVESTKPROD,49.0,F,B,OTHER BUSINESS,Invest Cont
211410840,Pacific,740.0,VANDALISM - FELONY ($400 & OVER ALL CHURCH VANDALISMS),20.0,M,H,GARAGE/CARPORT,Invest Cont
222017962,Olympic,330.0,BURGLARY FROM VEHICLE,26.0,M,O,PARKING LOT,Invest Cont
200312830,Southwest,740.0,VANDALISM - FELONY ($400 & OVER ALL CHURCH VANDALISMS),31.0,M,O,VEHICLE PASSENGER/TRUCK,Invest Cont
210319230,Southwest,251.0,SHOTS FIRED AT INHABITED DWELLING,40.0,F,B,MULTI-UNIT DWELLING (APARTMENT DUPLEX ETC),Adult Arrest
201600793,Foothill,740.0,VANDALISM - FELONY ($400 & OVER ALL CHURCH VANDALISMS),27.0,M,H,VEHICLE PASSENGER/TRUCK,Adult Other
201608441,Foothill,648.0,ARSON,71.0,F,X,SINGLE FAMILY DWELLING,Invest Cont
201319820,Newton,860.0,BATTERY WITH SEXUAL CONTACT,51.0,F,H,OTHER BUSINESS,Invest Cont
211712881,Devonshire,210.0,ROBBERY,18.0,F,B,STREET,Invest Cont
221224300,77th Street,624.0,BATTERY - SIMPLE ASSAULT,48.0,M,B,SIDEWALK,Invest Cont
200212255,Rampart,230.0,ASSAULT WITH DEADLY WEAPON AGGRAVATED ASSAULT,35.0,M,H,PARK/PLAYGROUND,Juv Arrest
200113583,Central,625.0,OTHER ASSAULT,35.0,M,B,MTA - RED LINE - UNION STATION,Invest Cont
201008100,West Valley,902.0,VIOLATION OF TEMPORARY RESTRAINING ORDER,31.0,F,O,SINGLE FAMILY DWELLING,Invest Cont
211222640,77th Street,210.0,ROBBERY,28.0,M,B,STREET,Invest Cont
200313470,Southwest,740.0,VANDALISM - FELONY ($400 & OVER ALL CHURCH VANDALISMS),19.0,X,X,CHURCH/CHAPEL (CHANGED 03-03 FROM CHURCH/TEMPLE),Invest Cont
210515832,Harbor,624.0,BATTERY - SIMPLE ASSAULT,33.0,M,H,SINGLE FAMILY DWELLING,Adult Other
210707818,Wilshire,740.0,VANDALISM - FELONY ($400 & OVER ALL CHURCH VANDALISMS),26.0,F,W,STREET,Invest Cont
211607378,Foothill,310.0,BURGLARY,59.0,F,O,SINGLE FAMILY DWELLING,Adult Arrest
210700452,Wilshire,753.0,DISCHARGE FIREARMS/SHOTS FIRED,64.0,F,O,STREET,Invest Cont
201909088,Mission,626.0,INTIMATE PARTNER - SIMPLE ASSAULT,30.0,F,H,HOTEL,Adult Other
211309729,Newton,236.0,INTIMATE PARTNER - AGGRAVATED ASSAULT,52.0,F,H,STREET,Invest Cont
210401016,Hollenbeck,626.0,INTIMATE PARTNER - SIMPLE ASSAULT,57.0,M,H,STREET,Adult Other
201004257,West Valley,900.0,VIOLATION OF COURT ORDER,58.0,F,W,MULTI-UNIT DWELLING (APARTMENT DUPLEX ETC),Invest Cont
211710179,Devonshire,230.0,ASSAULT WITH DEADLY WEAPON AGGRAVATED ASSAULT,69.0,M,O,MINI-MART,Invest Cont
211414899,Pacific,354.0,THEFT OF IDENTITY,65.0,M,B,OTHER PREMISE,Invest Cont
201705917,Devonshire,354.0,THEFT OF IDENTITY,51.0,F,H,SINGLE FAMILY DWELLING,Invest Cont
200805565,West LA,341.0,THEFT-GRAND ($950.01 & OVER)EXCPTGUNSFOWLLIVESTKPROD,23.0,M,W,PARKING LOT,Adult Other
220314986,Southwest,440.0,THEFT PLAIN - PETTY ($950 & UNDER),19.0,M,B,MOTEL,Invest Cont
220705073,Wilshire,341.0,THEFT-GRAND ($950.01 & OVER)EXCPTGUNSFOWLLIVESTKPROD,24.0,F,C,NIGHT CLUB (OPEN EVENINGS ONLY),Invest Cont
202116172,Topanga,354.0,THEFT OF IDENTITY,19.0,M,W,SINGLE FAMILY DWELLING,Invest Cont
201821356,Southeast,624.0,BATTERY - SIMPLE ASSAULT,36.0,F,H,TOW YARD*,Invest Cont
211912895,Mission,236.0,INTIMATE PARTNER - AGGRAVATED ASSAULT,63.0,F,W,MULTI-UNIT DWELLING (APARTMENT DUPLEX ETC),Adult Arrest
200506037,Harbor,341.0,THEFT-GRAND ($950.01 & OVER)EXCPTGUNSFOWLLIVESTKPROD,72.0,F,O,SINGLE FAMILY DWELLING,Invest Cont
211015580,West Valley,740.0,VANDALISM - FELONY ($400 & OVER ALL CHURCH VANDALISMS),30.0,M,W,VEHICLE PASSENGER/TRUCK,Invest Cont
200205529,Rampart,330.0,BURGLARY FROM VEHICLE,31.0,M,W,STREET,Invest Cont
201810711,Southeast,740.0,VANDALISM - FELONY ($400 & OVER ALL CHURCH VANDALISMS),51.0,M,B,VEHICLE PASSENGER/TRUCK,Invest Cont
212009554,Olympic,900.0,VIOLATION OF COURT ORDER,24.0,F,H,OTHER PREMISE,Invest Cont
211607265,Foothill,626.0,INTIMATE PARTNER - SIMPLE ASSAULT,20.0,M,H,SINGLE FAMILY DWELLING,Adult Arrest
